transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,location,device_type,upi_channel,anomaly_type,risk_flag
TXN002401,2026-01-01 15:27:55,USER0568,REC0275,181.29,Groceries,Pune,Android,Collect Request,none,0
TXN003725,2026-01-01 15:37:38,USER0589,REC0076,507.59,Food & Dining,Hyderabad,Android,QR,none,0
TXN006741,2026-01-01 16:09:01,USER0240,REC0377,101.15,Utilities & Bills,Kolkata,iOS,App,none,0
TXN009381,2026-01-01 16:17:14,USER0118,REC0076,142.48,Travel,Pune,iOS,App,none,0
TXN009546,2026-01-01 16:30:03,USER0693,REC0384,96.14,Shopping,Kolkata,Android,QR,none,0
TXN006754,2026-01-01 16:40:52,USER0022,REC0013,122.29,Travel,Pune,Android,App,none,0
TXN006414,2026-01-01 16:50:28,USER0948,REC0081,104.95,Utilities & Bills,Delhi,Android,QR,none,0
TXN001913,2026-01-01 17:16:20,USER0503,REC0479,899.63,Groceries,Kolkata,Android,App,none,0
TXN003191,2026-01-01 17:23:09,USER0412,REC0371,915.63,Food & Dining,Chennai,Android,App,none,0
TXN005462,2026-01-01 17:24:06,USER0737,REC0048,318.26,Food & Dining,Mumbai,iOS,App,none,0
TXN001488,2026-01-01 17:36:08,USER0633,REC0175,385.35,Food & Dining,Pune,Android,App,none,0
TXN003234,2026-01-01 17:37:01,USER0487,REC0204,37.17,Utilities & Bills,Chennai,Android,QR,none,0
TXN009125,2026-01-01 17:37:26,USER0801,REC0367,449.17,Shopping,Kolkata,iOS,QR,none,0
TXN001190,2026-01-01 17:38:26,USER0706,REC0413,764.92,Groceries,Pune,iOS,App,none,0
TXN007585,2026-01-01 17:42:31,USER0674,REC0288,161.15,Utilities & Bills,Hyderabad,Android,App,none,0
TXN001409,2026-01-01 17:45:36,USER0148,REC0417,72.73,Travel,Kolkata,Android,Collect Request,none,0
TXN004768,2026-01-01 17:48:43,USER0608,REC0385,234.54,Food & Dining,Bengaluru,Android,QR,none,0
TXN000104,2026-01-01 17:50:38,USER0415,REC0038,753.16,Groceries,Mumbai,Android,App,none,0
TXN007989,2026-01-01 17:58:37,USER0176,REC0219,313.02,Travel,Kolkata,Android,QR,none,0
TXN005297,2026-01-01 18:00:16,USER0385,REC0012,83.97,Food & Dining,Hyderabad,Android,App,none,0
TXN006229,2026-01-01 18:06:26,USER0688,REC0182,424.41,Travel,Bengaluru,iOS,App,none,0
TXN000303,2026-01-01 18:16:14,USER0228,REC0199,540.27,Utilities & Bills,Kolkata,Android,QR,none,0
TXN002443,2026-01-01 18:19:18,USER0030,REC0041,168.76,Entertainment,Mumbai,Android,App,none,0
TXN009284,2026-01-01 18:26:53,USER0070,REC0195,98.39,Groceries,Kolkata,Android,QR,none,0
TXN001949,2026-01-01 18:29:36,USER0451,REC0038,194.38,Groceries,Bengaluru,Android,App,none,0
TXN009982,2026-01-01 18:32:58,USER0097,REC0366,579.85,Food & Dining,Mumbai,Android,QR,none,0
TXN006906,2026-01-01 18:38:02,USER0778,REC0178,485.46,Food & Dining,Chennai,Android,Collect Request,none,0
TXN002259,2026-01-01 18:42:04,USER0260,REC0359,1986.04,Groceries,Mumbai,Android,App,none,0
TXN008312,2026-01-01 18:53:07,USER0364,REC0081,761.65,Utilities & Bills,Delhi,Android,App,none,0
TXN001739,2026-01-01 19:06:53,USER0253,REC0309,272.24,Groceries,Chennai,Android,QR,none,0
TXN001279,2026-01-01 19:08:48,USER0846,REC0356,112.12,Food & Dining,Chennai,Android,App,none,0
TXN002442,2026-01-01 19:14:04,USER0166,REC0012,92.1,Shopping,Mumbai,iOS,App,none,0
TXN007735,2026-01-01 19:38:42,USER0755,REC0142,443.04,Food & Dining,Kolkata,Android,QR,none,0
TXN005844,2026-01-01 19:55:13,USER0999,REC0480,404.07,Food & Dining,Chennai,Android,QR,none,0
TXN004055,2026-01-01 20:01:45,USER0093,REC0197,1703.33,Food & Dining,Hyderabad,iOS,App,none,0
TXN003217,2026-01-01 20:16:28,USER0641,REC0405,290.99,Groceries,Chennai,Android,App,none,0
TXN000901,2026-01-01 20:19:15,USER0825,REC0090,37.24,Food & Dining,Chennai,Android,App,none,0
TXN001996,2026-01-01 20:20:46,USER0909,REC0368,283.69,Travel,Pune,Android,App,none,0
TXN000846,2026-01-01 20:32:46,USER0354,REC0431,390.23,Travel,Chennai,Android,QR,none,0
TXN005603,2026-01-01 20:34:47,USER0366,REC0267,288.16,Entertainment,Chennai,Android,QR,none,0
TXN008989,2026-01-01 20:49:20,USER0622,REC0430,1039.72,Groceries,Chennai,Android,App,none,0
TXN007727,2026-01-01 20:59:37,USER0391,REC0042,59.73,Groceries,Chennai,Android,QR,none,0
TXN000707,2026-01-01 21:09:55,USER0013,REC0338,730.78,Food & Dining,Pune,Android,App,none,0
TXN005760,2026-01-01 21:28:25,USER0524,REC0317,146.95,Food & Dining,Mumbai,iOS,QR,none,0
TXN009691,2026-01-01 21:45:18,USER0991,REC0433,103.01,Groceries,Kolkata,Android,Collect Request,none,0
TXN006358,2026-01-01 21:50:55,USER0564,REC0480,1006.57,Groceries,Kolkata,Android,QR,none,0
TXN002628,2026-01-01 21:57:02,USER0836,REC0473,245.24,Food & Dining,Chennai,Android,QR,none,0
TXN001763,2026-01-01 21:58:52,USER0330,REC0258,604.68,Groceries,Hyderabad,Android,QR,none,0
TXN009009,2026-01-01 22:06:28,USER0880,REC0414,79.68,Travel,Bengaluru,Android,App,none,0
TXN003399,2026-01-01 23:03:51,USER0815,REC0446,23893.09,Groceries,Kolkata,Android,Collect Request,collect_scam,1
TXN004111,2026-01-01 23:14:26,USER0182,REC0206,452.36,Food & Dining,Hyderabad,iOS,QR,none,0
TXN001532,2026-01-01 23:17:59,USER0839,REC0306,103.51,Groceries,Pune,Android,App,none,0
TXN008283,2026-01-01 23:30:34,USER0343,REC0365,104.57,Food & Dining,Hyderabad,Android,QR,none,0
TXN001294,2026-01-01 23:30:48,USER0236,REC0415,334.34,Shopping,Bengaluru,Android,Collect Request,none,0
TXN006302,2026-01-01 23:43:13,USER0123,REC0189,338.55,Groceries,Pune,Android,App,none,0
TXN000540,2026-01-02 00:06:20,USER0322,REC0144,273.05,Food & Dining,Hyderabad,Android,QR,none,0
TXN008619,2026-01-02 00:19:24,USER0969,REC0339,419.86,Food & Dining,Pune,Android,QR,none,0
TXN008637,2026-01-02 00:43:58,USER0342,REC0142,473.26,Shopping,Delhi,iOS,QR,none,0
TXN007227,2026-01-02 01:42:53,USER0126,REC0335,71.28,Groceries,Chennai,Android,QR,none,0
TXN008806,2026-01-02 04:46:08,USER0539,REC0068,180.91,Utilities & Bills,Bengaluru,Android,App,none,0
TXN008683,2026-01-02 05:15:57,USER0482,REC0108,622.22,Groceries,Mumbai,Android,App,none,0
TXN009632,2026-01-02 06:11:00,USER0228,REC0304,910.15,Groceries,Chennai,Android,QR,none,0
TXN004046,2026-01-02 07:02:55,USER0081,REC0119,333.96,Utilities & Bills,Chennai,Android,App,none,0
TXN004563,2026-01-02 07:25:50,USER0612,REC0006,260.55,Food & Dining,Mumbai,Android,QR,none,0
TXN006527,2026-01-02 07:27:34,USER0543,REC0048,166.18,Groceries,Mumbai,Android,QR,none,0
TXN001121,2026-01-02 07:36:00,USER0137,REC0218,209.07,Utilities & Bills,Pune,Android,App,none,0
TXN008945,2026-01-02 07:40:56,USER0539,REC0232,276.62,Food & Dining,Kolkata,iOS,App,none,0
TXN006642,2026-01-02 07:53:30,USER0185,REC0003,207.06,Groceries,Delhi,iOS,App,none,0
TXN004931,2026-01-02 07:54:05,USER0280,REC0215,404.27,Shopping,Mumbai,Android,App,none,0
TXN006281,2026-01-02 08:25:27,USER0900,REC0414,161.34,Utilities & Bills,Hyderabad,Android,QR,none,0
TXN000300,2026-01-02 08:56:55,USER0240,REC0210,1169.34,Utilities & Bills,Delhi,iOS,QR,none,0
TXN007581,2026-01-02 09:04:21,USER0084,REC0070,69.51,Food & Dining,Hyderabad,iOS,App,none,0
TXN006151,2026-01-02 09:09:19,USER0995,REC0497,298.57,Groceries,Pune,Android,App,none,0
TXN005078,2026-01-02 09:32:46,USER0658,REC0324,321.93,Entertainment,Chennai,Android,App,none,0
TXN004117,2026-01-02 09:40:51,USER0528,REC0167,43.49,Food & Dining,Bengaluru,Android,QR,none,0
TXN003804,2026-01-02 10:00:11,USER0833,REC0132,186.34,Utilities & Bills,Pune,Android,App,none,0
TXN008674,2026-01-02 10:47:07,USER0269,REC0451,18820.93,Groceries,Hyderabad,Android,App,high_value,1
TXN005897,2026-01-02 11:07:45,USER0817,REC0158,268.82,Food & Dining,Bengaluru,iOS,Collect Request,none,0
TXN003898,2026-01-02 11:13:22,USER0199,REC0379,179.8,Food & Dining,Bengaluru,iOS,QR,none,0
TXN001038,2026-01-02 11:13:57,USER0836,REC0171,371.54,Food & Dining,Delhi,Android,QR,none,0
TXN007721,2026-01-02 11:16:29,USER0350,REC0358,151.92,Groceries,Chennai,Android,QR,none,0
TXN007758,2026-01-02 11:29:37,USER0089,REC0160,362.3,Groceries,Kolkata,iOS,App,none,0
TXN008509,2026-01-02 11:34:15,USER0991,REC0440,211.22,Shopping,Chennai,Android,QR,none,0
TXN006747,2026-01-02 11:38:26,USER0288,REC0413,932.35,Shopping,Mumbai,Android,QR,none,0
TXN006142,2026-01-02 11:42:46,USER0118,REC0499,941.13,Food & Dining,Bengaluru,Android,App,none,0
TXN008610,2026-01-02 11:58:05,USER0368,REC0177,168.66,Food & Dining,Pune,Android,QR,none,0
TXN001366,2026-01-02 12:01:30,USER0086,REC0029,208.57,Groceries,Chennai,iOS,App,none,0
TXN008655,2026-01-02 12:09:03,USER0993,REC0283,140.76,Groceries,Mumbai,Android,App,none,0
TXN002090,2026-01-02 12:47:46,USER0364,REC0283,20.78,Groceries,Pune,Android,App,none,0
TXN003904,2026-01-02 12:49:19,USER0117,REC0383,119.8,Food & Dining,Bengaluru,Android,QR,none,0
TXN008334,2026-01-02 12:50:57,USER0998,REC0229,1093.58,Food & Dining,Chennai,Android,QR,none,0
TXN000233,2026-01-02 13:02:12,USER0892,REC0488,298.58,Entertainment,Delhi,Android,QR,none,0
TXN004230,2026-01-02 13:16:40,USER0440,REC0255,114.47,Utilities & Bills,Bengaluru,Android,QR,none,0
TXN003136,2026-01-02 13:30:41,USER0055,REC0208,39.24,Utilities & Bills,Kolkata,Android,App,none,0
TXN008496,2026-01-02 13:31:48,USER0090,REC0242,127.89,Utilities & Bills,Chennai,Android,App,none,0
TXN006471,2026-01-02 13:34:18,USER0329,REC0231,138.39,Utilities & Bills,Bengaluru,Android,QR,none,0
TXN000801,2026-01-02 13:35:35,USER0998,REC0237,174.25,Shopping,Pune,Android,App,none,0
TXN001624,2026-01-02 13:37:54,USER0026,REC0103,742.97,Food & Dining,Kolkata,iOS,QR,none,0
TXN007992,2026-01-02 13:53:08,USER0617,REC0332,294.81,Food & Dining,Chennai,iOS,App,none,0
TXN000839,2026-01-02 14:07:03,USER0218,REC0475,219.26,Utilities & Bills,Kolkata,Android,QR,none,0
TXN000790,2026-01-02 14:12:56,USER0355,REC0299,93.2,Shopping,Bengaluru,Android,QR,none,0
TXN009073,2026-01-02 14:20:26,USER0364,REC0166,208.36,Food & Dining,Mumbai,iOS,App,none,0
TXN000478,2026-01-02 14:43:51,USER0268,REC0275,438.69,Travel,Kolkata,Android,App,none,0
TXN005621,2026-01-02 14:44:14,USER0722,REC0359,275.83,Shopping,Mumbai,Android,QR,none,0
TXN009285,2026-01-02 15:03:26,USER0827,REC0260,371.95,Entertainment,Bengaluru,Android,QR,none,0
TXN006436,2026-01-02 15:09:53,USER0697,REC0233,28.59,Food & Dining,Kolkata,Android,App,none,0
TXN004527,2026-01-02 15:11:27,USER0626,REC0314,21.8,Food & Dining,Kolkata,iOS,QR,none,0
TXN009547,2026-01-02 15:16:53,USER0009,REC0052,106.57,Food & Dining,Bengaluru,iOS,App,none,0
TXN005746,2026-01-02 15:20:54,USER0153,REC0401,92.05,Food & Dining,Chennai,Android,App,none,0
TXN007517,2026-01-02 15:28:43,USER0104,REC0047,412.63,Shopping,Pune,Android,App,none,0
TXN001529,2026-01-02 15:33:57,USER0595,REC0170,561.56,Food & Dining,Kolkata,Android,QR,none,0
TXN002171,2026-01-02 15:56:07,USER0257,REC0001,787.44,Food & Dining,Hyderabad,Android,QR,none,0
TXN005411,2026-01-02 15:57:03,USER0637,REC0468,1429.21,Food & Dining,Delhi,Android,App,none,0
TXN004505,2026-01-02 16:00:07,USER0731,REC0421,466.98,Utilities & Bills,Kolkata,iOS,QR,none,0
TXN001167,2026-01-02 16:10:43,USER0284,REC0147,343.79,Shopping,Chennai,iOS,QR,none,0
TXN006893,2026-01-02 16:11:27,USER0329,REC0165,300.99,Utilities & Bills,Kolkata,Android,App,none,0
TXN004393,2026-01-02 16:35:01,USER0539,REC0091,189.58,Utilities & Bills,Chennai,Android,QR,none,0
TXN008900,2026-01-02 16:59:57,USER0248,REC0220,850.78,Utilities & Bills,Pune,iOS,QR,none,0
TXN003788,2026-01-02 17:12:02,USER0601,REC0448,299.15,Groceries,Hyderabad,Android,QR,none,0
TXN009584,2026-01-02 17:39:47,USER0509,REC0226,108.34,Shopping,Hyderabad,Android,QR,none,0
TXN008272,2026-01-02 17:47:25,USER0903,REC0453,491.47,Travel,Kolkata,Android,App,none,0
TXN006918,2026-01-02 17:49:09,USER0550,REC0391,42.99,Food & Dining,Hyderabad,Android,App,none,0
TXN007599,2026-01-02 17:56:34,USER0164,REC0456,97.28,Shopping,Mumbai,Android,App,none,0
TXN004104,2026-01-02 18:16:19,USER0729,REC0403,715.84,Utilities & Bills,Pune,Android,App,none,0
TXN003505,2026-01-02 18:18:53,USER0866,REC0314,1391.95,Travel,Chennai,Android,App,none,0
TXN000415,2026-01-02 18:23:10,USER0398,REC0093,432.05,Groceries,Mumbai,Android,App,none,0
TXN008991,2026-01-02 18:39:00,USER0701,REC0040,221.07,Food & Dining,Chennai,iOS,App,none,0
TXN009002,2026-01-02 18:54:40,USER0008,REC0433,23.67,Groceries,Bengaluru,Android,App,none,0
TXN001594,2026-01-02 19:02:42,USER0905,REC0076,40677.78,Travel,Chennai,Android,QR,high_value,1
TXN008836,2026-01-02 19:17:17,USER0811,REC0497,469.68,Food & Dining,Delhi,Android,QR,none,0
TXN003103,2026-01-02 19:18:59,USER0163,REC0358,151.42,Entertainment,Chennai,Android,App,none,0
TXN002975,2026-01-02 19:30:09,USER0808,REC0290,322.3,Food & Dining,Mumbai,Android,App,none,0
TXN005745,2026-01-02 19:38:10,USER0994,REC0122,174.23,Food & Dining,Hyderabad,Android,App,none,0
TXN005880,2026-01-02 19:46:02,USER0908,REC0345,484.85,Food & Dining,Mumbai,iOS,QR,none,0
TXN007064,2026-01-02 19:54:53,USER0953,REC0131,189.16,Groceries,Kolkata,Android,App,none,0
TXN008444,2026-01-02 20:01:43,USER0755,REC0305,306.61,Shopping,Chennai,Android,App,none,0
TXN009681,2026-01-02 20:13:52,USER0842,REC0450,89.53,Utilities & Bills,Mumbai,Android,QR,none,0
TXN000369,2026-01-02 20:21:15,USER0313,REC0176,163.7,Groceries,Mumbai,Android,App,none,0
TXN000889,2026-01-02 20:24:46,USER0158,REC0015,58.11,Travel,Kolkata,Android,App,none,0
TXN007610,2026-01-02 20:25:20,USER0430,REC0174,2171.88,Food & Dining,Chennai,Android,QR,none,0
TXN005142,2026-01-02 20:28:29,USER0382,REC0132,92.6,Groceries,Bengaluru,Android,App,none,0
TXN001682,2026-01-02 20:31:26,USER0127,REC0064,148.99,Travel,Bengaluru,Android,App,none,0
TXN009933,2026-01-02 20:44:47,USER0696,REC0390,980.8,Food & Dining,Bengaluru,iOS,QR,none,0
TXN009483,2026-01-02 20:49:32,USER0139,REC0045,119.97,Food & Dining,Chennai,Android,App,none,0
TXN007489,2026-01-02 20:51:08,USER0880,REC0034,184.24,Entertainment,Kolkata,Android,QR,none,0
TXN007135,2026-01-02 20:52:25,USER0408,REC0121,90.14,Entertainment,Bengaluru,iOS,QR,none,0
TXN009199,2026-01-02 21:12:13,USER0439,REC0173,183.88,Groceries,Kolkata,Android,App,none,0
TXN007602,2026-01-02 21:12:42,USER0853,REC0100,345.24,Food & Dining,Kolkata,Android,App,none,0
TXN005438,2026-01-02 21:13:16,USER0450,REC0365,129.09,Food & Dining,Kolkata,Android,QR,none,0
TXN009935,2026-01-02 21:27:22,USER0382,REC0025,699.8,Travel,Hyderabad,Android,App,none,0
TXN004062,2026-01-02 21:44:46,USER0682,REC0341,271.62,Utilities & Bills,Pune,iOS,App,none,0
TXN003858,2026-01-02 22:08:30,USER0437,REC0092,46.26,Shopping,Pune,Android,App,none,0
TXN005068,2026-01-02 22:14:00,USER0844,REC0370,83.45,Shopping,Chennai,Android,App,none,0
TXN005916,2026-01-02 22:56:11,USER0517,REC0282,276.46,Food & Dining,Hyderabad,Android,QR,none,0
TXN005035,2026-01-02 23:30:19,USER0599,REC0024,847.16,Food & Dining,Kolkata,Android,App,none,0
TXN002636,2026-01-03 00:35:29,USER0982,REC0304,299.48,Shopping,Delhi,Android,App,none,0
TXN004715,2026-01-03 00:47:56,USER0158,REC0320,24.54,Groceries,Bengaluru,Android,Collect Request,none,0
TXN001744,2026-01-03 00:57:12,USER0916,REC0165,131.47,Food & Dining,Pune,Android,App,none,0
TXN001536,2026-01-03 02:03:06,USER0539,REC0002,16566.83,Food & Dining,Hyderabad,Android,QR,odd_hour,1
TXN009118,2026-01-03 04:48:58,USER0322,REC0290,126.44,Groceries,Pune,Android,QR,none,0
TXN008860,2026-01-03 04:58:48,USER0153,REC0364,25164.66,Food & Dining,Hyderabad,Android,App,odd_hour,1
TXN000138,2026-01-03 06:02:26,USER0953,REC0454,46.09,Utilities & Bills,Mumbai,Android,QR,none,0
TXN003947,2026-01-03 07:24:22,USER0668,REC0251,319.12,Food & Dining,Mumbai,Android,QR,none,0
TXN009938,2026-01-03 07:41:49,USER0323,REC0260,84.36,Entertainment,Hyderabad,iOS,QR,none,0
TXN007823,2026-01-03 07:47:18,USER0712,REC0155,40.13,Food & Dining,Bengaluru,Android,QR,none,0
TXN004076,2026-01-03 08:08:53,USER0554,REC0014,51.57,Food & Dining,Bengaluru,Android,QR,none,0
TXN006600,2026-01-03 08:11:58,USER0935,REC0364,376.85,Shopping,Chennai,iOS,QR,none,0
TXN008175,2026-01-03 08:28:02,USER0652,REC0264,186.01,Entertainment,Delhi,Android,App,none,0
TXN005529,2026-01-03 08:35:25,USER0209,REC0280,843.32,Groceries,Delhi,iOS,App,none,0
TXN008409,2026-01-03 08:45:31,USER0963,REC0106,832.62,Food & Dining,Bengaluru,Android,QR,none,0
TXN003537,2026-01-03 08:56:26,USER0854,REC0164,176.18,Travel,Pune,Android,Collect Request,none,0
TXN004642,2026-01-03 09:01:48,USER0400,REC0085,397.32,Food & Dining,Chennai,Android,QR,none,0
TXN006616,2026-01-03 09:16:34,USER0098,REC0048,47824.45,Food & Dining,Chennai,Android,App,high_value,1
TXN000454,2026-01-03 09:18:46,USER0576,REC0129,796.65,Shopping,Chennai,Android,QR,none,0
TXN004700,2026-01-03 10:00:42,USER0180,REC0414,491.3,Utilities & Bills,Chennai,iOS,QR,none,0
TXN002138,2026-01-03 10:16:11,USER0533,REC0406,1034.78,Utilities & Bills,Hyderabad,Android,App,none,0
TXN005405,2026-01-03 10:20:13,USER0587,REC0285,149.37,Shopping,Chennai,Android,App,none,0
TXN002410,2026-01-03 10:34:55,USER0659,REC0051,435.47,Groceries,Kolkata,Android,QR,none,0
TXN008294,2026-01-03 10:41:18,USER0087,REC0444,179.73,Shopping,Chennai,iOS,Collect Request,none,0
TXN000385,2026-01-03 10:47:42,USER0286,REC0258,711.93,Food & Dining,Bengaluru,iOS,App,none,0
TXN009631,2026-01-03 10:48:48,USER0681,REC0412,570.9,Shopping,Kolkata,Android,App,none,0
TXN007284,2026-01-03 11:04:58,USER0493,REC0072,80.29,Travel,Bengaluru,Android,QR,none,0
TXN008150,2026-01-03 11:09:04,USER0445,REC0021,788.57,Groceries,Pune,Android,QR,none,0
TXN003442,2026-01-03 11:13:53,USER0009,REC0251,1272.09,Travel,Bengaluru,Android,App,none,0
TXN004244,2026-01-03 11:16:53,USER0146,REC0220,137.58,Utilities & Bills,Bengaluru,iOS,App,none,0
TXN009051,2026-01-03 11:20:34,USER0516,REC0031,57.78,Utilities & Bills,Pune,Android,App,none,0
TXN004036,2026-01-03 11:29:14,USER0056,REC0079,222.62,Travel,Chennai,Android,App,none,0
TXN002329,2026-01-03 11:38:56,USER0016,REC0156,417.14,Food & Dining,Pune,Android,QR,none,0
TXN008331,2026-01-03 11:42:48,USER0574,REC0236,80.47,Shopping,Pune,Android,App,none,0
TXN008464,2026-01-03 11:45:24,USER0877,REC0318,731.8,Shopping,Hyderabad,iOS,App,none,0
TXN008539,2026-01-03 11:51:23,USER0143,REC0117,895.6,Shopping,Delhi,Android,App,none,0
TXN005210,2026-01-03 12:04:15,USER0166,REC0088,276.09,Groceries,Hyderabad,Android,App,none,0
TXN007065,2026-01-03 12:09:37,USER0408,REC0157,270.59,Food & Dining,Mumbai,Android,QR,none,0
TXN000170,2026-01-03 12:19:59,USER0458,REC0357,36.62,Food & Dining,Hyderabad,Android,App,none,0
TXN007398,2026-01-03 12:22:39,USER0034,REC0307,590.25,Groceries,Pune,Android,App,none,0
TXN006573,2026-01-03 12:24:02,USER0362,REC0316,108.16,Groceries,Chennai,iOS,App,none,0
TXN007648,2026-01-03 12:31:02,USER0962,REC0447,545.62,Food & Dining,Kolkata,Android,QR,none,0
TXN007586,2026-01-03 12:37:33,USER0402,REC0088,310.15,Groceries,Delhi,Android,QR,none,0
TXN005120,2026-01-03 12:38:58,USER0996,REC0244,255.38,Entertainment,Mumbai,Android,App,none,0
TXN009084,2026-01-03 12:42:29,USER0818,REC0078,110.49,Travel,Hyderabad,Android,QR,none,0
