transaction_id,timestamp,sender_id,receiver_id,amount,merchant_category,location,device_type,upi_channel,risk_flag,risk_scenario,iqr_amount_flag
TXN005897,2026-01-02 21:25:00,USER0882,REC0108,272.31,Groceries,Bengaluru,Android,QR,0,normal,0
TXN000540,2026-01-02 21:40:00,USER0491,REC0112,91.23,Bills,Bengaluru,Android,App,0,normal,0
TXN000300,2026-01-02 22:40:00,USER0277,REC0338,279.68,Bills,Bengaluru,Android,Collect Request,0,normal,0
TXN003804,2026-01-02 22:55:00,USER0528,REC0212,534.2,Bills,Hyderabad,Android,App,0,normal,0
TXN005411,2026-01-02 22:58:00,USER0771,REC0108,2095.64,Food,Hyderabad,Android,App,0,normal,1
TXN004062,2026-01-02 23:09:00,USER0001,REC0098,740.19,Food,Bengaluru,Android,App,0,normal,0
TXN005621,2026-01-02 23:15:00,USER0791,REC0280,864.49,Bills,Pune,Android,App,0,normal,0
TXN001167,2026-01-02 23:23:00,USER0953,REC0386,1171.78,Transfer,Delhi,Android,App,0,normal,0
TXN000369,2026-01-02 23:45:00,USER0342,REC0188,777.84,Groceries,Bengaluru,Android,QR,0,normal,0
TXN003805,2026-01-03 00:01:00,USER0717,REC0170,415.52,Transfer,Mumbai,Android,QR,0,normal,0
TXN004076,2026-01-03 00:06:00,USER0739,REC0266,568.47,Food,Delhi,Android,QR,0,normal,0
TXN008175,2026-01-03 00:17:00,USER0598,REC0029,337.93,Transfer,Chennai,Android,QR,0,normal,0
TXN000170,2026-01-03 01:03:00,USER0934,REC0328,626.73,Groceries,Mumbai,Android,QR,0,normal,0
TXN000272,2026-01-03 01:15:00,USER0501,REC0106,640.56,Groceries,Delhi,Android,App,0,normal,0
TXN001744,2026-01-03 01:58:00,USER0290,REC0074,383.3,Shopping,Pune,Android,App,0,normal,0
TXN002138,2026-01-03 02:10:00,USER0289,REC0209,709.9,Bills,Hyderabad,Android,QR,0,normal,0
TXN009718,2026-01-03 02:14:00,USER0519,REC0122,3023.76,Food,Bengaluru,Android,Collect Request,0,normal,1
TXN007586,2026-01-03 02:18:00,USER0331,REC0132,1071.84,Bills,Delhi,Android,App,0,normal,0
TXN003947,2026-01-03 02:24:00,USER0845,REC0025,814.71,Transfer,Mumbai,Android,App,0,normal,0
TXN006707,2026-01-03 02:31:00,USER0740,REC0393,745.1,Shopping,Mumbai,Android,App,0,normal,0
TXN006219,2026-01-03 02:54:00,USER0363,REC0333,252.17,Bills,Delhi,Android,QR,0,normal,0
TXN003309,2026-01-03 02:59:00,USER0292,REC0387,287.25,Food,Mumbai,Android,App,0,normal,0
TXN003119,2026-01-03 03:07:00,USER0663,REC0466,483.75,Groceries,Mumbai,iOS,App,0,normal,0
TXN001783,2026-01-03 03:09:00,USER0849,REC0012,294.04,Transfer,Chennai,iOS,QR,0,normal,0
TXN004700,2026-01-03 03:18:00,USER0131,REC0117,594.78,Food,Bengaluru,iOS,App,0,normal,0
TXN002261,2026-01-03 03:20:00,USER0104,REC0471,976.85,Groceries,Bengaluru,iOS,App,0,normal,0
TXN008995,2026-01-03 03:37:00,USER0611,REC0096,640.95,Travel,Mumbai,Android,QR,0,normal,0
TXN002712,2026-01-03 03:46:00,USER0500,REC0079,394.59,Travel,Bengaluru,Android,App,0,normal,0
TXN000821,2026-01-03 03:46:00,USER0898,REC0378,196.25,Bills,Mumbai,Android,Collect Request,0,normal,0
TXN005774,2026-01-03 04:20:00,USER0299,REC0162,753.35,Travel,Bengaluru,iOS,App,0,normal,0
TXN009373,2026-01-03 04:25:00,USER0471,REC0419,1890.15,Bills,Chennai,Android,App,0,normal,1
TXN003442,2026-01-03 04:48:00,USER0394,REC0048,385.3,Shopping,Chennai,Android,App,0,normal,0
TXN009118,2026-01-03 04:53:00,USER0522,REC0074,531.49,Transfer,Delhi,Android,App,0,normal,0
TXN007398,2026-01-03 05:31:00,USER0166,REC0122,1288.19,Bills,Delhi,iOS,QR,0,normal,0
TXN005405,2026-01-03 05:31:00,USER0991,REC0125,1007.09,Groceries,Bengaluru,Android,App,0,normal,0
TXN001180,2026-01-03 05:37:00,USER0614,REC0287,545.18,Transfer,Chennai,Android,App,0,normal,0
TXN000454,2026-01-03 05:41:00,USER0138,REC0370,321.68,Bills,Hyderabad,iOS,Collect Request,0,normal,0
TXN008676,2026-01-03 05:53:00,USER0549,REC0415,2935.5,Bills,Hyderabad,Android,QR,0,normal,1
TXN001399,2026-01-03 06:01:00,USER0592,REC0058,1060.35,Shopping,Hyderabad,Android,App,0,normal,0
TXN005114,2026-01-03 06:05:00,USER0300,REC0042,1528.07,Shopping,Hyderabad,Android,App,0,normal,0
TXN000429,2026-01-03 06:13:00,USER0320,REC0090,444.54,Bills,Chennai,Android,QR,0,normal,0
TXN004913,2026-01-03 06:17:00,USER0504,REC0080,308.28,Groceries,Hyderabad,Android,Collect Request,0,normal,0
TXN004260,2026-01-03 06:26:00,USER0305,REC0436,154.93,Groceries,Chennai,Android,App,0,normal,0
TXN006616,2026-01-03 07:05:00,USER0668,REC0088,159.33,Transfer,Hyderabad,iOS,App,0,normal,0
TXN003997,2026-01-03 07:10:00,USER0890,REC0196,151.65,Bills,Chennai,iOS,QR,0,normal,0
TXN006107,2026-01-03 07:14:00,USER0753,REC0016,904.18,Groceries,Delhi,Android,App,0,normal,0
